Name,Risk Score,Bachelor's Degree,Master's Degree,More Than 5 Years of Work Experience,More Than 10 Years of Work Experience,More Than 15 Years of Work Experience,More Than 20 Years of Work Experience,More Than 25 Years of Work Experience,More Than 30 Years of Work Experience,Years of Work Experience,Bankruptcies,Criminal Records,Civil Litigation & Legal Filings,Tax Liens,Industry Sanctions & Other Legal Actions,Professional Licenses,LinkedIn Potential Controversies,LinkedIn Political Activity,Twitter Potential Controversies,Twitter Political Activity,Facebook Potential Controversies,Facebook Political Activity,Instagram Potential Controversies,Instagram Political Activity
Synthetic Data  #1166,5,Yes,No,No,No,No,No,No,No,5,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No
Synthetic Data  #1167,3,Yes,No,Yes,No,No,No,No,No,6,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
Synthetic Data  #1168,5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,31,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #1169,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,25,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes
Synthetic Data  #1170,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,40,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No
Synthetic Data  #1171,4,Yes,No,Yes,No,No,No,No,No,9,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No
Synthetic Data  #1172,4,Yes,Yes,Yes,Yes,No,No,No,No,11,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Synthetic Data  #1173,2,Yes,No,Yes,Yes,Yes,Yes,No,No,21,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
Synthetic Data  #1174,4,Yes,Yes,Yes,Yes,No,No,No,No,14,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No
Synthetic Data  #1175,3,Yes,No,Yes,No,No,No,No,No,7,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes
Synthetic Data  #1176,2,Yes,No,Yes,Yes,Yes,Yes,No,No,23,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No
Synthetic Data  #1177,4,Yes,Yes,Yes,No,No,No,No,No,7,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No
Synthetic Data  #1178,5,Yes,No,Yes,No,No,No,No,No,6,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No
Synthetic Data  #1179,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No
Synthetic Data  #1180,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No
Synthetic Data  #1181,5,Yes,No,Yes,Yes,Yes,No,No,No,17,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
Synthetic Data  #1182,4,Yes,No,Yes,Yes,Yes,Yes,Yes,No,27,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes
Synthetic Data  #1183,5,Yes,No,Yes,No,No,No,No,No,8,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Synthetic Data  #1184,5,Yes,No,Yes,Yes,No,No,No,No,12,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1185,4,Yes,No,Yes,Yes,Yes,No,No,No,20,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No
Synthetic Data  #1186,5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,22,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
Synthetic Data  #1187,4,Yes,No,Yes,Yes,Yes,Yes,Yes,No,30,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No
Synthetic Data  #1188,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Synthetic Data  #1189,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,28,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No
Synthetic Data  #1190,3,No,No,Yes,Yes,No,No,No,No,12,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No
Synthetic Data  #1191,4,Yes,No,Yes,No,No,No,No,No,6,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes
Synthetic Data  #1192,4,Yes,No,No,No,No,No,No,No,3,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No
Synthetic Data  #1193,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,32,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
Synthetic Data  #1194,5,No,No,Yes,No,No,No,No,No,7,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No
Synthetic Data  #1195,5,Yes,No,No,No,No,No,No,No,1,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No
Synthetic Data  #1196,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,28,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Synthetic Data  #1197,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #1198,2,Yes,No,Yes,Yes,Yes,No,No,No,18,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No
Synthetic Data  #1199,3,Yes,Yes,No,No,No,No,No,No,2,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #1200,2,Yes,Yes,Yes,Yes,No,No,No,No,11,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes
Synthetic Data  #1201,5,Yes,No,Yes,No,No,No,No,No,8,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
Synthetic Data  #1202,2,Yes,No,Yes,No,No,No,No,No,9,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No
Synthetic Data  #1203,3,Yes,No,Yes,Yes,No,No,No,No,15,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
Synthetic Data  #1204,5,Yes,Yes,Yes,No,No,No,No,No,9,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No
Synthetic Data  #1205,5,No,No,No,No,No,No,No,No,5,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Synthetic Data  #1206,5,Yes,No,Yes,Yes,Yes,Yes,No,No,21,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No
Synthetic Data  #1207,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,34,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes
Synthetic Data  #1208,4,No,No,Yes,Yes,No,No,No,No,11,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1209,2,Yes,No,Yes,Yes,Yes,No,No,No,18,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
Synthetic Data  #1210,5,Yes,No,Yes,Yes,Yes,Yes,No,No,21,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No
Synthetic Data  #1211,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,26,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
Synthetic Data  #1212,4,Yes,No,Yes,Yes,Yes,No,No,No,17,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No
Synthetic Data  #1213,5,Yes,No,Yes,No,No,No,No,No,9,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #1214,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No
Synthetic Data  #1215,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,36,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
Synthetic Data  #1216,4,Yes,No,No,No,No,No,No,No,3,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No
Synthetic Data  #1217,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,36,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No
Synthetic Data  #1218,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1219,4,Yes,No,Yes,No,No,No,No,No,6,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No
Synthetic Data  #1220,1,Yes,Yes,Yes,Yes,No,No,No,No,13,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1221,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Synthetic Data  #1222,5,Yes,No,Yes,No,No,No,No,No,10,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No
Synthetic Data  #1223,4,Yes,Yes,No,No,No,No,No,No,4,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No
Synthetic Data  #1224,3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,33,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1225,1,Yes,No,Yes,Yes,No,No,No,No,15,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1226,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,36,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes
Synthetic Data  #1227,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,22,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No
Synthetic Data  #1228,4,Yes,No,No,No,No,No,No,No,3,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No
Synthetic Data  #1229,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No
Synthetic Data  #1230,5,Yes,No,No,No,No,No,No,No,2,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No
Synthetic Data  #1231,1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,28,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #1232,2,No,No,Yes,No,No,No,No,No,10,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No
Synthetic Data  #1233,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,34,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No
Synthetic Data  #1234,5,Yes,No,Yes,Yes,Yes,Yes,No,No,25,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No
Synthetic Data  #1235,4,Yes,No,No,No,No,No,No,No,4,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #1236,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,37,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No
Synthetic Data  #1237,3,Yes,Yes,Yes,Yes,Yes,No,No,No,18,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #1238,2,No,No,Yes,Yes,Yes,Yes,Yes,No,29,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No
Synthetic Data  #1239,5,Yes,No,No,No,No,No,No,No,3,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No
Synthetic Data  #1240,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,35,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #1241,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,27,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #1242,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,37,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No
Synthetic Data  #1243,5,Yes,Yes,Yes,Yes,Yes,No,No,No,17,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #1244,5,Yes,No,No,No,No,No,No,No,4,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes
Synthetic Data  #1245,5,Yes,Yes,Yes,No,No,No,No,No,7,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
Synthetic Data  #1246,1,No,No,Yes,No,No,No,No,No,8,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
Synthetic Data  #1247,2,No,No,Yes,Yes,Yes,Yes,No,No,24,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #1248,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,32,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No
Synthetic Data  #1249,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,37,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes
Synthetic Data  #1250,3,Yes,No,Yes,Yes,Yes,Yes,No,No,24,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No
Synthetic Data  #1251,5,Yes,No,Yes,Yes,Yes,Yes,No,No,22,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes
Synthetic Data  #1252,5,Yes,No,No,No,No,No,No,No,5,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No
Synthetic Data  #1253,3,Yes,No,Yes,Yes,No,No,No,No,14,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No
Synthetic Data  #1254,2,Yes,No,No,No,No,No,No,No,5,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes
Synthetic Data  #1255,4,Yes,No,No,No,No,No,No,No,1,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No
Synthetic Data  #1256,4,Yes,No,Yes,No,No,No,No,No,6,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No
Synthetic Data  #1257,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes
Synthetic Data  #1258,2,Yes,No,Yes,Yes,Yes,Yes,No,No,24,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes
Synthetic Data  #1259,5,Yes,No,Yes,Yes,No,No,No,No,12,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No
Synthetic Data  #1260,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Synthetic Data  #1261,3,Yes,No,Yes,Yes,Yes,No,No,No,18,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No
Synthetic Data  #1262,5,Yes,No,Yes,Yes,Yes,No,No,No,17,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No
Synthetic Data  #1263,5,Yes,No,Yes,Yes,Yes,No,No,No,19,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No
Synthetic Data  #1264,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,38,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
Synthetic Data  #1265,4,Yes,No,Yes,Yes,Yes,Yes,No,No,22,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes
Synthetic Data  #1266,1,No,No,Yes,No,No,No,No,No,9,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
Synthetic Data  #1267,2,Yes,No,Yes,Yes,No,No,No,No,12,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
Synthetic Data  #1268,2,No,No,Yes,Yes,Yes,Yes,Yes,No,28,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Synthetic Data  #1269,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No
Synthetic Data  #1270,2,Yes,No,Yes,Yes,Yes,Yes,No,No,24,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes
Synthetic Data  #1271,5,No,No,Yes,Yes,No,No,No,No,14,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No
Synthetic Data  #1272,4,Yes,No,Yes,Yes,Yes,No,No,No,16,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No
Synthetic Data  #1273,2,No,No,No,No,No,No,No,No,5,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes
Synthetic Data  #1274,5,Yes,No,No,No,No,No,No,No,2,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
Synthetic Data  #1275,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #1276,5,Yes,No,Yes,Yes,No,No,No,No,14,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No
Synthetic Data  #1277,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes
Synthetic Data  #1278,5,No,No,No,No,No,No,No,No,4,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
Synthetic Data  #1279,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No
Synthetic Data  #1280,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #1281,3,Yes,No,Yes,Yes,No,No,No,No,13,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No
Synthetic Data  #1282,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Synthetic Data  #1283,5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,21,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Synthetic Data  #1284,5,Yes,No,Yes,Yes,Yes,No,No,No,16,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
Synthetic Data  #1285,4,Yes,No,Yes,No,No,No,No,No,10,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No
Synthetic Data  #1286,5,Yes,No,Yes,Yes,Yes,Yes,No,No,22,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
Synthetic Data  #1287,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,32,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No
Synthetic Data  #1288,2,Yes,Yes,Yes,Yes,No,No,No,No,12,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
Synthetic Data  #1289,3,Yes,No,Yes,Yes,Yes,Yes,No,No,24,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #1290,2,Yes,Yes,No,No,No,No,No,No,2,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
Synthetic Data  #1291,5,Yes,No,Yes,Yes,Yes,No,No,No,19,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No
Synthetic Data  #1292,5,Yes,No,Yes,Yes,Yes,No,No,No,19,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
Synthetic Data  #1293,2,No,No,Yes,No,No,No,No,No,9,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #1294,1,Yes,No,Yes,Yes,Yes,Yes,No,No,25,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
Synthetic Data  #1295,2,Yes,No,Yes,Yes,Yes,No,No,No,16,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No
Synthetic Data  #1296,3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,35,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No
Synthetic Data  #1297,3,Yes,No,Yes,Yes,Yes,No,No,No,16,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No
Synthetic Data  #1298,5,Yes,No,Yes,Yes,Yes,No,No,No,17,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No
Synthetic Data  #1299,4,Yes,Yes,Yes,Yes,No,No,No,No,14,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No
Synthetic Data  #1300,1,Yes,No,No,No,No,No,No,No,2,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
Synthetic Data  #1301,5,Yes,No,Yes,Yes,Yes,No,No,No,16,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #1302,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #1303,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,30,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes
Synthetic Data  #1304,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No
Synthetic Data  #1305,4,Yes,No,Yes,Yes,Yes,Yes,No,No,25,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No
Synthetic Data  #1306,3,Yes,No,Yes,Yes,Yes,No,No,No,16,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #1307,5,Yes,No,No,No,No,No,No,No,4,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes
Synthetic Data  #1308,3,Yes,No,Yes,Yes,Yes,No,No,No,16,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1309,2,Yes,Yes,No,No,No,No,No,No,1,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No
Synthetic Data  #1310,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1311,3,Yes,No,Yes,No,No,No,No,No,7,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No
Synthetic Data  #1312,5,Yes,No,Yes,Yes,No,No,No,No,11,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No
Synthetic Data  #1313,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,26,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No
Synthetic Data  #1314,5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,22,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Synthetic Data  #1315,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,26,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes
Synthetic Data  #1316,2,Yes,No,Yes,Yes,Yes,Yes,No,No,24,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #1317,4,Yes,No,Yes,Yes,No,No,No,No,12,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #1318,2,Yes,No,Yes,Yes,Yes,No,No,No,19,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
Synthetic Data  #1319,5,Yes,No,No,No,No,No,No,No,1,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No
Synthetic Data  #1320,1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,28,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #1321,5,No,No,Yes,Yes,Yes,Yes,Yes,No,28,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
Synthetic Data  #1322,1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,27,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #1323,5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,24,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No
Synthetic Data  #1324,4,Yes,No,Yes,Yes,No,No,No,No,11,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No
Synthetic Data  #1325,2,Yes,No,Yes,Yes,No,No,No,No,13,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
Synthetic Data  #1326,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,40,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Synthetic Data  #1327,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No
Synthetic Data  #1328,5,Yes,No,Yes,No,No,No,No,No,8,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #1329,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
Synthetic Data  #1330,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,29,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No
Synthetic Data  #1331,5,Yes,No,No,No,No,No,No,No,1,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
Synthetic Data  #1332,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,32,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No
Synthetic Data  #1333,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes
Synthetic Data  #1334,5,Yes,No,No,No,No,No,No,No,2,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes
Synthetic Data  #1335,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,28,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes
Synthetic Data  #1336,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,33,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes
Synthetic Data  #1337,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,25,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #1338,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,32,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes
Synthetic Data  #1339,5,Yes,No,Yes,Yes,No,No,No,No,13,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes
Synthetic Data  #1340,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,33,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes
Synthetic Data  #1341,2,Yes,No,Yes,No,No,No,No,No,7,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
Synthetic Data  #1342,5,Yes,No,Yes,Yes,Yes,Yes,No,No,24,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No
Synthetic Data  #1343,2,Yes,No,Yes,Yes,Yes,Yes,No,No,22,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
Synthetic Data  #1344,4,Yes,No,Yes,Yes,No,No,No,No,13,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No
